location,date,vaccine,total_vaccinations
Lithuania,2021-06-24,Johnson&Johnson,89320
Lithuania,2021-06-24,Moderna,196693
Lithuania,2021-06-24,Oxford/AstraZeneca,419328
Lithuania,2021-06-24,Pfizer/BioNTech,1467015
Lithuania,2021-06-25,Johnson&Johnson,90176
Lithuania,2021-06-25,Moderna,198333
Lithuania,2021-06-25,Oxford/AstraZeneca,421742
Lithuania,2021-06-25,Pfizer/BioNTech,1491203
Lithuania,2021-06-26,Johnson&Johnson,90214
Lithuania,2021-06-26,Moderna,198503
Lithuania,2021-06-26,Oxford/AstraZeneca,422047
Lithuania,2021-06-26,Pfizer/BioNTech,1499041
Lithuania,2021-06-27,Johnson&Johnson,90250
Lithuania,2021-06-27,Moderna,198557
Lithuania,2021-06-27,Oxford/AstraZeneca,422110
Lithuania,2021-06-27,Pfizer/BioNTech,1505068
Lithuania,2021-06-28,Johnson&Johnson,90986
Lithuania,2021-06-28,Moderna,200478
Lithuania,2021-06-28,Oxford/AstraZeneca,428905
Lithuania,2021-06-28,Pfizer/BioNTech,1515796
Lithuania,2021-06-29,Johnson&Johnson,93488
Lithuania,2021-06-29,Moderna,202044
Lithuania,2021-06-29,Oxford/AstraZeneca,436749
Lithuania,2021-06-29,Pfizer/BioNTech,1529542
Luxembourg,2021-01-01,Pfizer/BioNTech,0
Luxembourg,2021-01-08,Pfizer/BioNTech,1705
Luxembourg,2021-01-15,Moderna,0
Luxembourg,2021-01-15,Pfizer/BioNTech,3758
Luxembourg,2021-01-22,Moderna,371
Luxembourg,2021-01-22,Pfizer/BioNTech,7343
Luxembourg,2021-01-29,Moderna,583
Luxembourg,2021-01-29,Pfizer/BioNTech,11845
Luxembourg,2021-02-05,Moderna,1208
Luxembourg,2021-02-05,Oxford/AstraZeneca,0
Luxembourg,2021-02-05,Pfizer/BioNTech,16422
Luxembourg,2021-02-12,Moderna,1521
Luxembourg,2021-02-12,Oxford/AstraZeneca,1615
Luxembourg,2021-02-12,Pfizer/BioNTech,19760
Luxembourg,2021-02-19,Moderna,1898
Luxembourg,2021-02-19,Oxford/AstraZeneca,5007
Luxembourg,2021-02-19,Pfizer/BioNTech,24074
Luxembourg,2021-02-26,Moderna,2421
Luxembourg,2021-02-26,Oxford/AstraZeneca,5971
Luxembourg,2021-02-26,Pfizer/BioNTech,29393
Luxembourg,2021-03-05,Moderna,3095
Luxembourg,2021-03-05,Oxford/AstraZeneca,7345
Luxembourg,2021-03-05,Pfizer/BioNTech,36260
Luxembourg,2021-03-12,Moderna,3716
Luxembourg,2021-03-12,Oxford/AstraZeneca,8621
Luxembourg,2021-03-12,Pfizer/BioNTech,46702
Luxembourg,2021-03-19,Moderna,5271
Luxembourg,2021-03-19,Oxford/AstraZeneca,9638
Luxembourg,2021-03-19,Pfizer/BioNTech,59332
Luxembourg,2021-03-26,Moderna,5609
Luxembourg,2021-03-26,Oxford/AstraZeneca,18445
Luxembourg,2021-03-26,Pfizer/BioNTech,62490
Luxembourg,2021-04-02,Moderna,6042
Luxembourg,2021-04-02,Oxford/AstraZeneca,33114
Luxembourg,2021-04-02,Pfizer/BioNTech,66716
Luxembourg,2021-04-09,Moderna,8556
Luxembourg,2021-04-09,Oxford/AstraZeneca,34854
Luxembourg,2021-04-09,Pfizer/BioNTech,86876
Luxembourg,2021-04-16,Johnson&Johnson,2207
Luxembourg,2021-04-16,Moderna,13102
Luxembourg,2021-04-16,Oxford/AstraZeneca,36644
Luxembourg,2021-04-16,Pfizer/BioNTech,112154
Luxembourg,2021-04-23,Johnson&Johnson,2412
Luxembourg,2021-04-23,Moderna,13669
Luxembourg,2021-04-23,Oxford/AstraZeneca,38164
Luxembourg,2021-04-23,Pfizer/BioNTech,124577
Luxembourg,2021-04-30,Johnson&Johnson,2412
Luxembourg,2021-04-30,Moderna,16005
Luxembourg,2021-04-30,Oxford/AstraZeneca,41415
Luxembourg,2021-04-30,Pfizer/BioNTech,140744
Luxembourg,2021-05-07,Johnson&Johnson,5951
Luxembourg,2021-05-07,Moderna,18927
Luxembourg,2021-05-07,Oxford/AstraZeneca,53186
Luxembourg,2021-05-07,Pfizer/BioNTech,163232
Luxembourg,2021-05-14,Johnson&Johnson,7881
Luxembourg,2021-05-14,Moderna,25017
Luxembourg,2021-05-14,Oxford/AstraZeneca,58411
Luxembourg,2021-05-14,Pfizer/BioNTech,193629
Luxembourg,2021-05-21,Johnson&Johnson,11064
Luxembourg,2021-05-21,Moderna,31263
Luxembourg,2021-05-21,Oxford/AstraZeneca,61016
Luxembourg,2021-05-21,Pfizer/BioNTech,216552
Luxembourg,2021-05-28,Johnson&Johnson,11573
Luxembourg,2021-05-28,Moderna,35426
Luxembourg,2021-05-28,Oxford/AstraZeneca,62212
Luxembourg,2021-05-28,Pfizer/BioNTech,236357
Luxembourg,2021-06-04,Johnson&Johnson,13052
Luxembourg,2021-06-04,Moderna,36248
Luxembourg,2021-06-04,Oxford/AstraZeneca,74319
Luxembourg,2021-06-04,Pfizer/BioNTech,265866
Luxembourg,2021-06-11,Johnson&Johnson,17300
Luxembourg,2021-06-11,Moderna,39336
Luxembourg,2021-06-11,Oxford/AstraZeneca,89142
Luxembourg,2021-06-11,Pfizer/BioNTech,293773
Luxembourg,2021-06-18,Johnson&Johnson,18249
Luxembourg,2021-06-18,Moderna,44998
Luxembourg,2021-06-18,Oxford/AstraZeneca,91014
Luxembourg,2021-06-18,Pfizer/BioNTech,329108
Luxembourg,2021-06-25,Johnson&Johnson,22537
Luxembourg,2021-06-25,Moderna,47988
Luxembourg,2021-06-25,Oxford/AstraZeneca,92760
Luxembourg,2021-06-25,Pfizer/BioNTech,342503
Malta,2021-01-01,Pfizer/BioNTech,57
Malta,2021-01-08,Pfizer/BioNTech,4805
Malta,2021-01-15,Pfizer/BioNTech,11613
Malta,2021-01-22,Pfizer/BioNTech,20351
Malta,2021-01-29,Pfizer/BioNTech,28117
Malta,2021-02-05,Moderna,49
Malta,2021-02-05,Pfizer/BioNTech,41225
Malta,2021-02-12,Moderna,440
Malta,2021-02-12,Oxford/AstraZeneca,162
Malta,2021-02-12,Pfizer/BioNTech,53413
Malta,2021-02-19,Moderna,795
Malta,2021-02-19,Oxford/AstraZeneca,1782
Malta,2021-02-19,Pfizer/BioNTech,63829
Malta,2021-02-26,Moderna,920
Malta,2021-02-26,Oxford/AstraZeneca,7868
Malta,2021-02-26,Pfizer/BioNTech,77205
Malta,2021-03-05,Moderna,969
Malta,2021-03-05,Oxford/AstraZeneca,13025
Malta,2021-03-05,Pfizer/BioNTech,84814
Malta,2021-03-12,Moderna,981
Malta,2021-03-12,Oxford/AstraZeneca,16201
Malta,2021-03-12,Pfizer/BioNTech,97164
Malta,2021-03-19,Moderna,2491
Malta,2021-03-19,Oxford/AstraZeneca,22541
Malta,2021-03-19,Pfizer/BioNTech,108748
Malta,2021-03-26,Moderna,7311
Malta,2021-03-26,Oxford/AstraZeneca,26031
Malta,2021-03-26,Pfizer/BioNTech,123890
Malta,2021-04-02,Moderna,8760
Malta,2021-04-02,Oxford/AstraZeneca,36533
Malta,2021-04-02,Pfizer/BioNTech,141796
Malta,2021-04-09,Moderna,9320
Malta,2021-04-09,Oxford/AstraZeneca,46635
Malta,2021-04-09,Pfizer/BioNTech,159846
Malta,2021-04-16,Moderna,12794
Malta,2021-04-16,Oxford/AstraZeneca,57394
Malta,2021-04-16,Pfizer/BioNTech,184137
Malta,2021-04-23,Moderna,18146
Malta,2021-04-23,Oxford/AstraZeneca,71998
Malta,2021-04-23,Pfizer/BioNTech,199313
Malta,2021-04-30,Moderna,19451
Malta,2021-04-30,Oxford/AstraZeneca,78057
Malta,2021-04-30,Pfizer/BioNTech,223256
Malta,2021-05-07,Moderna,21473
Malta,2021-05-07,Oxford/AstraZeneca,83875
Malta,2021-05-07,Pfizer/BioNTech,255616
Malta,2021-05-14,Moderna,24240
Malta,2021-05-14,Oxford/AstraZeneca,98030
Malta,2021-05-14,Pfizer/BioNTech,282313
Malta,2021-05-21,Moderna,27127
Malta,2021-05-21,Oxford/AstraZeneca,113753
Malta,2021-05-21,Pfizer/BioNTech,316755
Malta,2021-05-28,Moderna,30114
Malta,2021-05-28,Oxford/AstraZeneca,123235
Malta,2021-05-28,Pfizer/BioNTech,345558
Malta,2021-06-04,Johnson&Johnson,258
Malta,2021-06-04,Moderna,32096
Malta,2021-06-04,Oxford/AstraZeneca,129669
Malta,2021-06-04,Pfizer/BioNTech,368789
Malta,2021-06-11,Johnson&Johnson,1703
Malta,2021-06-11,Moderna,34379
Malta,2021-06-11,Oxford/AstraZeneca,141344
Malta,2021-06-11,Pfizer/BioNTech,388750
Malta,2021-06-18,Johnson&Johnson,2703
Malta,2021-06-18,Moderna,37425
Malta,2021-06-18,Oxford/AstraZeneca,153143
Malta,2021-06-18,Pfizer/BioNTech,401321
Netherlands,2021-01-01,Johnson&Johnson,0
Netherlands,2021-01-01,Moderna,0
Netherlands,2021-01-01,Oxford/AstraZeneca,0
Netherlands,2021-01-01,Pfizer/BioNTech,0
Netherlands,2021-01-08,Johnson&Johnson,0
Netherlands,2021-01-08,Moderna,0
Netherlands,2021-01-08,Oxford/AstraZeneca,0
Netherlands,2021-01-08,Pfizer/BioNTech,33752
Netherlands,2021-01-15,Johnson&Johnson,0
Netherlands,2021-01-15,Moderna,0
Netherlands,2021-01-15,Oxford/AstraZeneca,0
Netherlands,2021-01-15,Pfizer/BioNTech,76924
Netherlands,2021-01-22,Johnson&Johnson,0
Netherlands,2021-01-22,Moderna,2572
Netherlands,2021-01-22,Oxford/AstraZeneca,0
Netherlands,2021-01-22,Pfizer/BioNTech,163675
Netherlands,2021-01-29,Johnson&Johnson,0
Netherlands,2021-01-29,Moderna,8883
Netherlands,2021-01-29,Oxford/AstraZeneca,0
Netherlands,2021-01-29,Pfizer/BioNTech,342705
Netherlands,2021-02-05,Johnson&Johnson,0
Netherlands,2021-02-05,Moderna,14873
Netherlands,2021-02-05,Oxford/AstraZeneca,0
Netherlands,2021-02-05,Pfizer/BioNTech,556604
Netherlands,2021-02-12,Johnson&Johnson,0
Netherlands,2021-02-12,Moderna,21226
Netherlands,2021-02-12,Oxford/AstraZeneca,531
Netherlands,2021-02-12,Pfizer/BioNTech,766242
Netherlands,2021-02-19,Johnson&Johnson,0
Netherlands,2021-02-19,Moderna,37220
Netherlands,2021-02-19,Oxford/AstraZeneca,69129
Netherlands,2021-02-19,Pfizer/BioNTech,931122
Netherlands,2021-02-26,Johnson&Johnson,0
Netherlands,2021-02-26,Moderna,56588
Netherlands,2021-02-26,Oxford/AstraZeneca,182006
Netherlands,2021-02-26,Pfizer/BioNTech,1143245
Netherlands,2021-03-05,Johnson&Johnson,0
Netherlands,2021-03-05,Moderna,75073
Netherlands,2021-03-05,Oxford/AstraZeneca,257553
Netherlands,2021-03-05,Pfizer/BioNTech,1343380
Netherlands,2021-03-12,Johnson&Johnson,0
Netherlands,2021-03-12,Moderna,93971
Netherlands,2021-03-12,Oxford/AstraZeneca,358337
Netherlands,2021-03-12,Pfizer/BioNTech,1507776
Netherlands,2021-03-19,Johnson&Johnson,0
Netherlands,2021-03-19,Moderna,114008
Netherlands,2021-03-19,Oxford/AstraZeneca,358337
Netherlands,2021-03-19,Pfizer/BioNTech,1700595
Netherlands,2021-03-26,Johnson&Johnson,0
Netherlands,2021-03-26,Moderna,154730
Netherlands,2021-03-26,Oxford/AstraZeneca,454428
Netherlands,2021-03-26,Pfizer/BioNTech,1861068
Netherlands,2021-04-02,Johnson&Johnson,0
Netherlands,2021-04-02,Moderna,196137
Netherlands,2021-04-02,Oxford/AstraZeneca,574974
Netherlands,2021-04-02,Pfizer/BioNTech,2149181
Netherlands,2021-04-09,Johnson&Johnson,0
Netherlands,2021-04-09,Moderna,230345
Netherlands,2021-04-09,Oxford/AstraZeneca,844564
Netherlands,2021-04-09,Pfizer/BioNTech,2487738
Netherlands,2021-04-16,Johnson&Johnson,0
Netherlands,2021-04-16,Moderna,261749
Netherlands,2021-04-16,Oxford/AstraZeneca,1156571
Netherlands,2021-04-16,Pfizer/BioNTech,2951113
Netherlands,2021-04-23,Johnson&Johnson,8886
Netherlands,2021-04-23,Moderna,295994
Netherlands,2021-04-23,Oxford/AstraZeneca,1263433
Netherlands,2021-04-23,Pfizer/BioNTech,3454348
Netherlands,2021-04-30,Johnson&Johnson,48509
Netherlands,2021-04-30,Moderna,325561
Netherlands,2021-04-30,Oxford/AstraZeneca,1352466
Netherlands,2021-04-30,Pfizer/BioNTech,3982409
Netherlands,2021-05-07,Johnson&Johnson,95475
Netherlands,2021-05-07,Moderna,374401
Netherlands,2021-05-07,Oxford/AstraZeneca,1498053
Netherlands,2021-05-07,Pfizer/BioNTech,4583113
Netherlands,2021-05-14,Johnson&Johnson,124525
Netherlands,2021-05-14,Moderna,451870
Netherlands,2021-05-14,Oxford/AstraZeneca,1687855
Netherlands,2021-05-14,Pfizer/BioNTech,5293104
Netherlands,2021-05-21,Johnson&Johnson,142374
Netherlands,2021-05-21,Moderna,535997
Netherlands,2021-05-21,Oxford/AstraZeneca,1836288
Netherlands,2021-05-21,Pfizer/BioNTech,6070584
Netherlands,2021-05-28,Johnson&Johnson,239995
Netherlands,2021-05-28,Moderna,639076
Netherlands,2021-05-28,Oxford/AstraZeneca,1950730
Netherlands,2021-05-28,Pfizer/BioNTech,6750609
Netherlands,2021-06-04,Johnson&Johnson,387369
Netherlands,2021-06-04,Moderna,778929
Netherlands,2021-06-04,Oxford/AstraZeneca,2086581
Netherlands,2021-06-04,Pfizer/BioNTech,7491720
Netherlands,2021-06-11,Johnson&Johnson,435825
Netherlands,2021-06-11,Moderna,941417
Netherlands,2021-06-11,Oxford/AstraZeneca,2318763
Netherlands,2021-06-11,Pfizer/BioNTech,8707950
Netherlands,2021-06-18,Johnson&Johnson,454401
Netherlands,2021-06-18,Moderna,1071378
Netherlands,2021-06-18,Oxford/AstraZeneca,2516011
Netherlands,2021-06-18,Pfizer/BioNTech,9789256
Netherlands,2021-06-25,Johnson&Johnson,527288
Netherlands,2021-06-25,Moderna,1178298
Netherlands,2021-06-25,Oxford/AstraZeneca,2719777
Netherlands,2021-06-25,Pfizer/BioNTech,10862649
Netherlands,2021-06-29,Johnson&Johnson,543660
Netherlands,2021-06-29,Moderna,1195450
Netherlands,2021-06-29,Oxford/AstraZeneca,2752813
Netherlands,2021-06-29,Pfizer/BioNTech,11017031
Poland,2021-01-01,Johnson&Johnson,0
Poland,2021-01-01,Moderna,0
Poland,2021-01-01,Oxford/AstraZeneca,0
Poland,2021-01-01,Pfizer/BioNTech,2216
Poland,2021-01-08,Johnson&Johnson,0
Poland,2021-01-08,Moderna,0
Poland,2021-01-08,Oxford/AstraZeneca,1
Poland,2021-01-08,Pfizer/BioNTech,213430
Poland,2021-01-15,Johnson&Johnson,0
Poland,2021-01-15,Moderna,1
Poland,2021-01-15,Oxford/AstraZeneca,4
Poland,2021-01-15,Pfizer/BioNTech,487155
Poland,2021-01-22,Johnson&Johnson,0
Poland,2021-01-22,Moderna,6
Poland,2021-01-22,Oxford/AstraZeneca,7
Poland,2021-01-22,Pfizer/BioNTech,731101
Poland,2021-01-29,Johnson&Johnson,0
Poland,2021-01-29,Moderna,4389
Poland,2021-01-29,Oxford/AstraZeneca,7
Poland,2021-01-29,Pfizer/BioNTech,1200528
Poland,2021-02-05,Johnson&Johnson,0
Poland,2021-02-05,Moderna,9195
Poland,2021-02-05,Oxford/AstraZeneca,8
Poland,2021-02-05,Pfizer/BioNTech,1692558
Poland,2021-02-12,Johnson&Johnson,0
Poland,2021-02-12,Moderna,22909
Poland,2021-02-12,Oxford/AstraZeneca,21512
Poland,2021-02-12,Pfizer/BioNTech,2134070
Poland,2021-02-19,Johnson&Johnson,0
Poland,2021-02-19,Moderna,71498
Poland,2021-02-19,Oxford/AstraZeneca,129284
Poland,2021-02-19,Pfizer/BioNTech,2574087
Poland,2021-02-26,Johnson&Johnson,0
Poland,2021-02-26,Moderna,130922
Poland,2021-02-26,Oxford/AstraZeneca,289204
Poland,2021-02-26,Pfizer/BioNTech,2973173
Poland,2021-03-05,Johnson&Johnson,0
Poland,2021-03-05,Moderna,202759
Poland,2021-03-05,Oxford/AstraZeneca,475338
Poland,2021-03-05,Pfizer/BioNTech,3352314
Poland,2021-03-12,Johnson&Johnson,0
Poland,2021-03-12,Moderna,247925
Poland,2021-03-12,Oxford/AstraZeneca,596161
Poland,2021-03-12,Pfizer/BioNTech,3728839
Poland,2021-03-19,Johnson&Johnson,2
Poland,2021-03-19,Moderna,294589
Poland,2021-03-19,Oxford/AstraZeneca,655702
Poland,2021-03-19,Pfizer/BioNTech,4116306
Poland,2021-03-26,Johnson&Johnson,2
Poland,2021-03-26,Moderna,376318
Poland,2021-03-26,Oxford/AstraZeneca,980471
Poland,2021-03-26,Pfizer/BioNTech,4579756
Poland,2021-04-02,Johnson&Johnson,5
Poland,2021-04-02,Moderna,441934
Poland,2021-04-02,Oxford/AstraZeneca,1278308
Poland,2021-04-02,Pfizer/BioNTech,5004838
Poland,2021-04-09,Johnson&Johnson,11
Poland,2021-04-09,Moderna,517049
Poland,2021-04-09,Oxford/AstraZeneca,1621178
Poland,2021-04-09,Pfizer/BioNTech,5617681
Poland,2021-04-16,Johnson&Johnson,23167
Poland,2021-04-16,Moderna,652356
Poland,2021-04-16,Oxford/AstraZeneca,1879134
Poland,2021-04-16,Pfizer/BioNTech,6399770
Poland,2021-04-23,Johnson&Johnson,76394
Poland,2021-04-23,Moderna,890462
Poland,2021-04-23,Oxford/AstraZeneca,2043973
Poland,2021-04-23,Pfizer/BioNTech,7368292
Poland,2021-04-30,Johnson&Johnson,125222
Poland,2021-04-30,Moderna,1067077
Poland,2021-04-30,Oxford/AstraZeneca,2173226
Poland,2021-04-30,Pfizer/BioNTech,8680394
Poland,2021-05-07,Johnson&Johnson,170018
Poland,2021-05-07,Moderna,1295118
Poland,2021-05-07,Oxford/AstraZeneca,2499590
Poland,2021-05-07,Pfizer/BioNTech,9906129
Poland,2021-05-14,Johnson&Johnson,275199
Poland,2021-05-14,Moderna,1520424
Poland,2021-05-14,Oxford/AstraZeneca,2843557
Poland,2021-05-14,Pfizer/BioNTech,11359127
Poland,2021-05-21,Johnson&Johnson,407783
Poland,2021-05-21,Moderna,1807385
Poland,2021-05-21,Oxford/AstraZeneca,3128780
Poland,2021-05-21,Pfizer/BioNTech,12692165
Poland,2021-05-28,Johnson&Johnson,596546
Poland,2021-05-28,Moderna,2084684
Poland,2021-05-28,Oxford/AstraZeneca,3346539
Poland,2021-05-28,Pfizer/BioNTech,13953610
Poland,2021-06-04,Johnson&Johnson,704519
Poland,2021-06-04,Moderna,2275027
Poland,2021-06-04,Oxford/AstraZeneca,3457474
Poland,2021-06-04,Pfizer/BioNTech,15770545
Poland,2021-06-11,Johnson&Johnson,786202
Poland,2021-06-11,Moderna,2501017
Poland,2021-06-11,Oxford/AstraZeneca,3827344
Poland,2021-06-11,Pfizer/BioNTech,17530340
Poland,2021-06-18,Johnson&Johnson,854771
Poland,2021-06-18,Moderna,2693793
Poland,2021-06-18,Oxford/AstraZeneca,4179770
Poland,2021-06-18,Pfizer/BioNTech,18948912
Poland,2021-06-25,Johnson&Johnson,919877
Poland,2021-06-25,Moderna,2870961
Poland,2021-06-25,Oxford/AstraZeneca,4593389
Poland,2021-06-25,Pfizer/BioNTech,20147675
Poland,2021-06-29,Johnson&Johnson,934781
Poland,2021-06-29,Moderna,2905804
Poland,2021-06-29,Oxford/AstraZeneca,4714195
Poland,2021-06-29,Pfizer/BioNTech,20381824
Portugal,2021-01-01,Pfizer/BioNTech,4982
Portugal,2021-01-08,Moderna,1
Portugal,2021-01-08,Oxford/AstraZeneca,2
Portugal,2021-01-08,Pfizer/BioNTech,85868
Portugal,2021-01-15,Moderna,1464
Portugal,2021-01-15,Oxford/AstraZeneca,6
Portugal,2021-01-15,Pfizer/BioNTech,135028
Portugal,2021-01-22,Moderna,2978
Portugal,2021-01-22,Oxford/AstraZeneca,17
Portugal,2021-01-22,Pfizer/BioNTech,287674
Portugal,2021-01-29,Moderna,3493
Portugal,2021-01-29,Oxford/AstraZeneca,31
Portugal,2021-01-29,Pfizer/BioNTech,374289
Portugal,2021-02-05,Johnson&Johnson,1
Portugal,2021-02-05,Moderna,10494
Portugal,2021-02-05,Oxford/AstraZeneca,67
Portugal,2021-02-05,Pfizer/BioNTech,428387
Portugal,2021-02-12,Moderna,13288
Portugal,2021-02-12,Oxford/AstraZeneca,9527
Portugal,2021-02-12,Pfizer/BioNTech,555666
Portugal,2021-02-19,Moderna,24774
Portugal,2021-02-19,Oxford/AstraZeneca,51399
Portugal,2021-02-19,Pfizer/BioNTech,655594
Portugal,2021-02-26,Moderna,28655
Portugal,2021-02-26,Oxford/AstraZeneca,112535
Portugal,2021-02-26,Pfizer/BioNTech,787532
Portugal,2021-03-05,Johnson&Johnson,6
Portugal,2021-03-05,Moderna,56522
Portugal,2021-03-05,Oxford/AstraZeneca,151790
Portugal,2021-03-05,Pfizer/BioNTech,892095
Portugal,2021-03-12,Johnson&Johnson,10
Portugal,2021-03-12,Moderna,60714
Portugal,2021-03-12,Oxford/AstraZeneca,203660
Portugal,2021-03-12,Pfizer/BioNTech,982360
Portugal,2021-03-19,Johnson&Johnson,13
Portugal,2021-03-19,Moderna,87041
Portugal,2021-03-19,Oxford/AstraZeneca,226856
Portugal,2021-03-19,Pfizer/BioNTech,1123483
Portugal,2021-03-26,Johnson&Johnson,18
Portugal,2021-03-26,Moderna,98777
Portugal,2021-03-26,Oxford/AstraZeneca,342295
Portugal,2021-03-26,Pfizer/BioNTech,1273715
Portugal,2021-04-02,Johnson&Johnson,26
Portugal,2021-04-02,Moderna,129944
Portugal,2021-04-02,Oxford/AstraZeneca,394785
Portugal,2021-04-02,Pfizer/BioNTech,1411318
Portugal,2021-04-09,Johnson&Johnson,47
Portugal,2021-04-09,Moderna,167875
Portugal,2021-04-09,Oxford/AstraZeneca,447004
Portugal,2021-04-09,Pfizer/BioNTech,1629767
Portugal,2021-04-16,Johnson&Johnson,47
Portugal,2021-04-16,Moderna,198527
Portugal,2021-04-16,Oxford/AstraZeneca,612523
Portugal,2021-04-16,Pfizer/BioNTech,1911824
Portugal,2021-04-23,Johnson&Johnson,48
Portugal,2021-04-23,Moderna,215769
Portugal,2021-04-23,Oxford/AstraZeneca,690170
Portugal,2021-04-23,Pfizer/BioNTech,2165030
Portugal,2021-04-30,Johnson&Johnson,1317
Portugal,2021-04-30,Moderna,244528
Portugal,2021-04-30,Oxford/AstraZeneca,796107
Portugal,2021-04-30,Pfizer/BioNTech,2462778
Portugal,2021-05-07,Johnson&Johnson,13629
Portugal,2021-05-07,Moderna,300808
Portugal,2021-05-07,Oxford/AstraZeneca,939622
Portugal,2021-05-07,Pfizer/BioNTech,2837833
Portugal,2021-05-14,Johnson&Johnson,31367
Portugal,2021-05-14,Moderna,374489
Portugal,2021-05-14,Oxford/AstraZeneca,1062548
Portugal,2021-05-14,Pfizer/BioNTech,3215359
Portugal,2021-05-21,Johnson&Johnson,55210
Portugal,2021-05-21,Moderna,434828
Portugal,2021-05-21,Oxford/AstraZeneca,1180536
Portugal,2021-05-21,Pfizer/BioNTech,3534636
Portugal,2021-05-28,Johnson&Johnson,104443
Portugal,2021-05-28,Moderna,511066
Portugal,2021-05-28,Oxford/AstraZeneca,1231085
Portugal,2021-05-28,Pfizer/BioNTech,3915844
Portugal,2021-06-04,Johnson&Johnson,160831
Portugal,2021-06-04,Moderna,581532
Portugal,2021-06-04,Oxford/AstraZeneca,1276117
Portugal,2021-06-04,Pfizer/BioNTech,4307989
Portugal,2021-06-11,Johnson&Johnson,188766
Portugal,2021-06-11,Moderna,682066
Portugal,2021-06-11,Oxford/AstraZeneca,1299746
Portugal,2021-06-11,Pfizer/BioNTech,4758576
Portugal,2021-06-18,Johnson&Johnson,223318
Portugal,2021-06-18,Moderna,756159
Portugal,2021-06-18,Oxford/AstraZeneca,1381783
Portugal,2021-06-18,Pfizer/BioNTech,5290769
Portugal,2021-06-25,Johnson&Johnson,265562
Portugal,2021-06-25,Moderna,831119
Portugal,2021-06-25,Oxford/AstraZeneca,1473902
Portugal,2021-06-25,Pfizer/BioNTech,5791329
=======
Iceland,2021-01-18,Pfizer/BioNTech,4977
Iceland,2021-01-19,Johnson&Johnson,0
Iceland,2021-01-19,Moderna,1263
Iceland,2021-01-19,Oxford/AstraZeneca,0
Iceland,2021-01-19,Pfizer/BioNTech,6071
Iceland,2021-01-20,Johnson&Johnson,0
Iceland,2021-01-20,Moderna,1263
Iceland,2021-01-20,Oxford/AstraZeneca,0
Iceland,2021-01-20,Pfizer/BioNTech,7833
Iceland,2021-01-21,Johnson&Johnson,0
Iceland,2021-01-21,Moderna,1263
Iceland,2021-01-21,Oxford/AstraZeneca,1
Iceland,2021-01-21,Pfizer/BioNTech,11609
Iceland,2021-01-22,Johnson&Johnson,0
Iceland,2021-01-22,Moderna,1263
Iceland,2021-01-22,Oxford/AstraZeneca,1
Iceland,2021-01-22,Pfizer/BioNTech,13500
Iceland,2021-01-23,Johnson&Johnson,0
Iceland,2021-01-23,Moderna,1263
Iceland,2021-01-23,Oxford/AstraZeneca,1
Iceland,2021-01-23,Pfizer/BioNTech,14049
Iceland,2021-01-24,Johnson&Johnson,0
Iceland,2021-01-24,Moderna,1263
Iceland,2021-01-24,Oxford/AstraZeneca,1
Iceland,2021-01-24,Pfizer/BioNTech,14049
Iceland,2021-01-25,Johnson&Johnson,0
Iceland,2021-01-25,Moderna,1263
Iceland,2021-01-25,Oxford/AstraZeneca,2
Iceland,2021-01-25,Pfizer/BioNTech,14205
Iceland,2021-01-26,Johnson&Johnson,0
Iceland,2021-01-26,Moderna,1263
Iceland,2021-01-26,Oxford/AstraZeneca,2
Iceland,2021-01-26,Pfizer/BioNTech,14312
Iceland,2021-01-27,Johnson&Johnson,0
Iceland,2021-01-27,Moderna,1263
Iceland,2021-01-27,Oxford/AstraZeneca,2
Iceland,2021-01-27,Pfizer/BioNTech,14325
Iceland,2021-01-28,Johnson&Johnson,0
Iceland,2021-01-28,Moderna,1263
Iceland,2021-01-28,Oxford/AstraZeneca,2
Iceland,2021-01-28,Pfizer/BioNTech,14326
Iceland,2021-01-29,Johnson&Johnson,0
Iceland,2021-01-29,Moderna,1263
Iceland,2021-01-29,Oxford/AstraZeneca,2
Iceland,2021-01-29,Pfizer/BioNTech,14327
